ORDERNUMBER,ORDERLINENUMBER,ORDERDATE,STATUS,PRODUCTLINE,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,SALES,MSRP,PRECIO_UNITARIO
10155,10,2003-10-06,Shipped,Vintage Cars,S18_3856,29,100.0,3622.97,105,124.92999999999999
10155,12,2003-10-06,Shipped,Vintage Cars,S24_3816,37,67.93,2513.41,83,67.92999999999999
10155,13,2003-10-06,Shipped,Classic Cars,S10_4757,32,100.0,4526.08,136,141.44
10302,1,2003-10-06,Shipped,Vintage Cars,S18_1749,43,100.0,7310.0,170,170.0
10302,2,2003-10-06,Shipped,Vintage Cars,S18_4409,38,89.27,3392.26,92,89.27000000000001
10302,3,2003-10-06,Shipped,Classic Cars,S18_4933,23,72.7,1672.1,71,72.7
10302,4,2003-10-06,Shipped,Classic Cars,S24_2887,45,100.0,5548.95,117,123.31
10302,5,2003-10-06,Shipped,Classic Cars,S24_2766,49,100.0,5298.86,90,108.13999999999999
10302,6,2003-10-06,Shipped,Classic Cars,S24_3191,48,74.48,3575.04,85,74.48
10156,1,2003-10-08,Shipped,Vintage Cars,S50_1341,20,41.02,820.4,43,41.019999999999996
10159,1,2003-10-10,Shipped,Classic Cars,S24_3371,50,69.8,3490.0,61,69.8
10159,2,2003-10-10,Shipped,Classic Cars,S12_1099,41,100.0,8296.35,194,202.35000000000002
10159,3,2003-10-10,Shipped,Classic Cars,S12_3990,24,73.42,1762.08,79,73.42
10159,4,2003-10-10,Shipped,Classic Cars,S18_3482,25,100.0,3638.0,146,145.52
10159,5,2003-10-10,Shipped,Classic Cars,S18_3278,21,81.21,1705.41,80,81.21000000000001
10159,6,2003-10-10,Shipped,Classic Cars,S24_4620,23,67.1,1543.3,80,67.1
10159,7,2003-10-10,Shipped,Classic Cars,S18_4721,32,100.0,4618.88,148,144.34
10160,1,2003-10-11,Shipped,Classic Cars,S18_3232,20,100.0,3996.4,169,199.82
10160,2,2003-10-11,Shipped,Classic Cars,S24_2972,42,37.0,1554.0,37,37.0
10160,3,2003-10-11,Shipped,Classic Cars,S24_3856,35,100.0,4767.7,140,136.22
10160,4,2003-10-11,Shipped,Classic Cars,S18_1889,38,88.55,3364.9,77,88.55
10160,5,2003-10-11,Shipped,Classic Cars,S12_4675,50,100.0,5182.0,115,103.64
10160,6,2003-10-11,Shipped,Classic Cars,S12_3380,46,100.0,5294.14,117,115.09
10161,1,2003-10-17,Shipped,Classic Cars,S18_4933,25,80.54,2013.5,71,80.54
10161,2,2003-10-17,Shipped,Classic Cars,S24_2887,25,100.0,2759.75,117,110.39
10161,3,2003-10-17,Shipped,Classic Cars,S24_2766,20,100.0,2144.6,90,107.22999999999999
10161,4,2003-10-17,Shipped,Classic Cars,S24_3191,20,77.05,1541.0,85,77.05
10161,5,2003-10-17,Shipped,Classic Cars,S24_1046,37,72.76,2692.12,73,72.75999999999999
10161,6,2003-10-17,Shipped,Classic Cars,S24_3432,30,100.0,3148.2,107,104.94
10161,7,2003-10-17,Shipped,Classic Cars,S24_1628,23,53.33,1226.59,50,53.33
10161,8,2003-10-17,Shipped,Classic Cars,S18_1589,43,100.0,6153.73,124,143.10999999999999
10161,9,2003-10-17,Shipped,Classic Cars,S18_2870,23,100.0,3187.8,132,138.6
10161,10,2003-10-17,Shipped,Classic Cars,S18_3685,36,100.0,5544.0,141,154.0
10161,11,2003-10-17,Shipped,Classic Cars,S18_1984,48,100.0,6145.44,142,128.03
10161,12,2003-10-17,Shipped,Classic Cars,S18_1129,28,100.0,3764.88,141,134.46
10162,1,2003-10-18,Shipped,Vintage Cars,S18_1367,45,51.21,2304.45,53,51.209999999999994
10162,2,2003-10-18,Shipped,Vintage Cars,S18_1342,48,91.44,4389.12,102,91.44
10162,3,2003-10-18,Shipped,Vintage Cars,S18_2795,48,100.0,7209.12,168,150.19
10162,4,2003-10-18,Shipped,Vintage Cars,S24_2022,43,36.29,1560.47,44,36.29
10162,5,2003-10-18,Shipped,Vintage Cars,S24_1937,37,27.22,1007.14,33,27.22
10162,6,2003-10-18,Shipped,Vintage Cars,S18_2325,38,100.0,4299.7,127,113.14999999999999
10162,7,2003-10-18,Shipped,Vintage Cars,S24_3969,37,38.98,1442.26,41,38.98
10162,8,2003-10-18,Shipped,Vintage Cars,S18_2248,27,69.62,1879.74,60,69.62
10162,9,2003-10-18,Shipped,Vintage Cars,S18_1749,29,100.0,5176.5,170,178.5
10162,10,2003-10-18,Shipped,Vintage Cars,S18_4409,39,100.0,3912.09,92,100.31
10163,1,2003-10-20,Shipped,Classic Cars,S10_1949,21,100.0,4860.24,214,231.44
10163,2,2003-10-20,Shipped,Vintage Cars,S18_2949,31,100.0,3329.09,101,107.39
10163,3,2003-10-20,Shipped,Vintage Cars,S18_3136,40,100.0,4900.8,104,122.52000000000001
10163,4,2003-10-20,Shipped,Vintage Cars,S18_2957,48,69.96,3358.08,62,69.96
10163,5,2003-10-20,Shipped,Vintage Cars,S24_4258,42,91.55,3845.1,97,91.55
10163,6,2003-10-20,Shipped,Vintage Cars,S18_3320,43,100.0,4991.44,99,116.07999999999998
10164,2,2003-10-21,Resolved,Classic Cars,S10_4962,21,100.0,3536.82,147,168.42000000000002
10164,4,2003-10-21,Resolved,Classic Cars,S700_2824,39,81.93,3195.27,101,81.92999999999999
10164,7,2003-10-21,Resolved,Vintage Cars,S18_4668,25,53.83,1345.75,50,53.83
10166,1,2003-10-21,Shipped,Vintage Cars,S18_4522,26,73.73,1916.98,87,73.73
10166,2,2003-10-21,Shipped,Vintage Cars,S18_3140,43,100.0,6930.74,136,161.18
10165,2,2003-10-22,Shipped,Classic Cars,S12_3891,27,100.0,5559.03,173,205.89
10165,3,2003-10-22,Shipped,Classic Cars,S12_1108,44,100.0,8594.52,207,195.33
10165,4,2003-10-22,Shipped,Classic Cars,S12_3148,34,100.0,4880.02,151,143.53
10165,6,2003-10-22,Shipped,Classic Cars,S18_4027,28,100.0,3337.6,143,119.2
10165,8,2003-10-22,Shipped,Classic Cars,S24_4048,24,99.36,2384.64,118,99.36
10165,9,2003-10-22,Shipped,Classic Cars,S24_1444,25,69.36,1734.0,57,69.36
10165,11,2003-10-22,Shipped,Classic Cars,S18_2238,29,100.0,5032.95,163,173.54999999999998
10165,13,2003-10-22,Shipped,Classic Cars,S24_2840,27,31.82,859.14,35,31.82
10165,16,2003-10-22,Shipped,Classic Cars,S18_3232,47,100.0,8754.69,169,186.27
10168,12,2003-10-28,Shipped,Vintage Cars,S32_4289,31,73.61,2281.91,68,73.61
10168,13,2003-10-28,Shipped,Vintage Cars,S50_1341,48,51.93,2492.64,43,51.93
10169,1,2003-11-04,Shipped,Classic Cars,S24_3371,34,50.21,1707.14,61,50.21
10169,2,2003-11-04,Shipped,Classic Cars,S12_1099,30,100.0,5019.9,194,167.32999999999998
10169,3,2003-11-04,Shipped,Classic Cars,S12_3990,36,63.84,2298.24,79,63.839999999999996
10169,4,2003-11-04,Shipped,Classic Cars,S18_3482,36,100.0,4444.92,146,123.47
10169,5,2003-11-04,Shipped,Classic Cars,S18_3278,32,70.76,2264.32,80,70.76
10169,6,2003-11-04,Shipped,Classic Cars,S24_4620,24,94.58,2269.92,80,94.58
10169,7,2003-11-04,Shipped,Classic Cars,S18_4721,33,100.0,4910.4,148,148.79999999999998
10170,1,2003-11-04,Shipped,Classic Cars,S24_3856,34,100.0,3819.56,140,112.34
10170,2,2003-11-04,Shipped,Classic Cars,S18_1889,20,63.14,1262.8,77,63.14
10170,3,2003-11-04,Shipped,Classic Cars,S12_4675,41,100.0,4391.1,115,107.10000000000001
10170,4,2003-11-04,Shipped,Classic Cars,S12_3380,47,100.0,5464.69,117,116.27
10171,1,2003-11-05,Shipped,Classic Cars,S18_1984,35,100.0,4680.2,142,133.72
10171,2,2003-11-05,Shipped,Classic Cars,S18_1129,35,100.0,4508.0,141,128.8
10171,3,2003-11-05,Shipped,Classic Cars,S18_3232,39,100.0,5481.45,169,140.54999999999998
10171,4,2003-11-05,Shipped,Classic Cars,S24_2972,36,35.49,1277.64,37,35.49
10172,1,2003-11-05,Shipped,Classic Cars,S24_2766,22,74.51,1639.22,90,74.51
10172,2,2003-11-05,Shipped,Classic Cars,S24_3191,24,81.33,1951.92,85,81.33
10172,3,2003-11-05,Shipped,Classic Cars,S24_1046,32,75.69,2422.08,73,75.69
10172,4,2003-11-05,Shipped,Classic Cars,S24_3432,22,98.51,2167.22,107,98.50999999999999
10172,5,2003-11-05,Shipped,Classic Cars,S24_1628,34,42.76,1453.84,50,42.76
10172,6,2003-11-05,Shipped,Classic Cars,S18_1589,42,100.0,4965.24,124,118.22
10172,7,2003-11-05,Shipped,Classic Cars,S18_2870,39,100.0,6023.16,132,154.44
10172,8,2003-11-05,Shipped,Classic Cars,S18_3685,48,100.0,5493.12,141,114.44
10173,1,2003-11-05,Shipped,Vintage Cars,S18_3136,31,89.01,2759.31,104,89.01
10173,2,2003-11-05,Shipped,Vintage Cars,S18_2957,28,53.72,1504.16,62,53.720000000000006
10173,3,2003-11-05,Shipped,Vintage Cars,S24_4258,22,100.0,2571.14,97,116.86999999999999
10173,4,2003-11-05,Shipped,Vintage Cars,S18_3320,29,95.24,2761.96,99,95.24
10173,5,2003-11-05,Shipped,Vintage Cars,S18_1367,48,44.21,2122.08,53,44.21
10173,6,2003-11-05,Shipped,Vintage Cars,S18_1342,43,100.0,5036.16,102,117.11999999999999
10173,7,2003-11-05,Shipped,Vintage Cars,S18_2795,22,100.0,3452.68,168,156.94
10173,8,2003-11-05,Shipped,Vintage Cars,S24_2022,27,41.22,1112.94,44,41.22
10173,9,2003-11-05,Shipped,Vintage Cars,S24_1937,31,31.53,977.43,33,31.529999999999998
10173,10,2003-11-05,Shipped,Vintage Cars,S18_2325,31,100.0,4492.83,127,144.93
10173,11,2003-11-05,Shipped,Vintage Cars,S24_3969,35,33.23,1163.05,41,33.23
10173,12,2003-11-05,Shipped,Vintage Cars,S18_2248,26,57.51,1495.26,60,57.51
10173,13,2003-11-05,Shipped,Vintage Cars,S18_1749,24,100.0,3508.8,170,146.20000000000002
10173,14,2003-11-05,Shipped,Vintage Cars,S18_4409,21,75.46,1584.66,92,75.46000000000001
10173,15,2003-11-05,Shipped,Classic Cars,S18_4933,39,71.98,2807.22,71,71.97999999999999
10173,16,2003-11-05,Shipped,Classic Cars,S24_2887,23,100.0,2728.03,117,118.61000000000001
10174,2,2003-11-06,Shipped,Vintage Cars,S18_4668,49,44.78,2194.22,50,44.779999999999994
10174,4,2003-11-06,Shipped,Classic Cars,S10_1949,34,100.0,8014.82,214,235.73
10174,5,2003-11-06,Shipped,Vintage Cars,S18_2949,46,100.0,5592.22,101,121.57000000000001
10175,2,2003-11-06,Shipped,Classic Cars,S24_2840,37,31.12,1151.44,35,31.12
10175,5,2003-11-06,Shipped,Classic Cars,S18_3232,29,100.0,4419.89,169,152.41000000000003
10175,9,2003-11-06,Shipped,Classic Cars,S10_4962,33,100.0,5362.83,147,162.51
10175,11,2003-11-06,Shipped,Classic Cars,S700_2824,42,85.98,3611.16,101,85.97999999999999
10176,1,2003-11-06,Shipped,Classic Cars,S12_3891,50,100.0,7872.5,173,157.45
10176,2,2003-11-06,Shipped,Classic Cars,S12_1108,33,100.0,7474.5,207,226.5
10176,3,2003-11-06,Shipped,Classic Cars,S12_3148,47,100.0,8378.69,151,178.27
10176,5,2003-11-06,Shipped,Classic Cars,S18_4027,36,100.0,5532.12,143,153.67
10176,7,2003-11-06,Shipped,Classic Cars,S24_4048,29,100.0,2915.66,118,100.53999999999999
10176,8,2003-11-06,Shipped,Classic Cars,S24_1444,27,68.78,1857.06,57,68.78
10176,10,2003-11-06,Shipped,Classic Cars,S18_2238,20,100.0,3667.6,163,183.38
10177,2,2003-11-07,Shipped,Vintage Cars,S24_3151,45,72.58,3266.1,88,72.58
10177,8,2003-11-07,Shipped,Vintage Cars,S18_4522,35,74.6,2611.0,87,74.6
10177,9,2003-11-07,Shipped,Vintage Cars,S18_3140,23,100.0,3675.63,136,159.81
10178,6,2003-11-08,Shipped,Vintage Cars,S24_3420,27,73.64,1988.28,65,73.64
10178,9,2003-11-08,Shipped,Vintage Cars,S18_3856,48,100.0,5386.56,105,112.22000000000001
10178,11,2003-11-08,Shipped,Vintage Cars,S24_3816,21,72.12,1514.52,83,72.12
10178,12,2003-11-08,Shipped,Classic Cars,S10_4757,24,100.0,3492.48,136,145.52
10180,1,2003-11-11,Shipped,Classic Cars,S24_4620,28,71.14,1991.92,80,71.14
10180,2,2003-11-11,Shipped,Classic Cars,S18_4721,44,100.0,5565.12,148,126.48
10181,1,2003-11-12,Shipped,Classic Cars,S24_1628,34,53.83,1830.22,50,53.83
10181,2,2003-11-12,Shipped,Classic Cars,S18_1589,42,100.0,5435.64,124,129.42000000000002
10181,3,2003-11-12,Shipped,Classic Cars,S18_2870,27,100.0,3884.76,132,143.88
10181,4,2003-11-12,Shipped,Classic Cars,S18_3685,39,100.0,5785.26,141,148.34
10181,5,2003-11-12,Shipped,Classic Cars,S18_1984,21,100.0,3286.08,142,156.48
10181,6,2003-11-12,Shipped,Classic Cars,S18_1129,44,100.0,5418.16,141,123.14
10181,7,2003-11-12,Shipped,Classic Cars,S18_3232,45,100.0,6324.75,169,140.55
10181,8,2003-11-12,Shipped,Classic Cars,S24_2972,37,42.67,1578.79,37,42.67
10181,9,2003-11-12,Shipped,Classic Cars,S24_3856,25,100.0,3861.75,140,154.47
10181,10,2003-11-12,Shipped,Classic Cars,S18_1889,22,73.92,1626.24,77,73.92
10181,11,2003-11-12,Shipped,Classic Cars,S12_4675,36,100.0,4477.32,115,124.36999999999999
10181,12,2003-11-12,Shipped,Classic Cars,S12_3380,28,100.0,2860.76,117,102.17
10181,13,2003-11-12,Shipped,Classic Cars,S24_3371,23,65.52,1506.96,61,65.52
10181,14,2003-11-12,Shipped,Classic Cars,S12_1099,27,100.0,5411.07,194,200.41
10181,15,2003-11-12,Shipped,Classic Cars,S12_3990,20,81.4,1628.0,79,81.4
10181,16,2003-11-12,Shipped,Classic Cars,S18_3482,22,100.0,3395.48,146,154.34
10181,17,2003-11-12,Shipped,Classic Cars,S18_3278,30,82.82,2484.6,80,82.82
10182,1,2003-11-12,Shipped,Vintage Cars,S18_3320,33,86.31,2848.23,99,86.31
10182,2,2003-11-12,Shipped,Vintage Cars,S18_1367,32,54.45,1742.4,53,54.45
10182,3,2003-11-12,Shipped,Vintage Cars,S18_1342,25,87.33,2183.25,102,87.33
10182,4,2003-11-12,Shipped,Vintage Cars,S18_2795,21,100.0,3047.73,168,145.13
10182,5,2003-11-12,Shipped,Vintage Cars,S24_2022,31,36.74,1138.94,44,36.74
10182,6,2003-11-12,Shipped,Vintage Cars,S24_1937,39,36.84,1436.76,33,36.839999999999996
10182,7,2003-11-12,Shipped,Vintage Cars,S18_2325,20,100.0,2212.0,127,110.6
10182,8,2003-11-12,Shipped,Vintage Cars,S24_3969,23,42.26,971.98,41,42.26
10182,9,2003-11-12,Shipped,Vintage Cars,S18_2248,38,61.15,2323.7,60,61.15
10182,10,2003-11-12,Shipped,Vintage Cars,S18_1749,44,100.0,7554.8,170,171.70000000000002
10182,11,2003-11-12,Shipped,Vintage Cars,S18_4409,36,100.0,3942.72,92,109.52
10182,12,2003-11-12,Shipped,Classic Cars,S18_4933,44,69.84,3072.96,71,69.84
10182,13,2003-11-12,Shipped,Classic Cars,S24_2887,20,100.0,2395.8,117,119.79
10182,14,2003-11-12,Shipped,Classic Cars,S24_2766,36,73.6,2649.6,90,73.6
10182,15,2003-11-12,Shipped,Classic Cars,S24_3191,33,94.17,3107.61,85,94.17
10182,16,2003-11-12,Shipped,Classic Cars,S24_1046,47,74.22,3488.34,73,74.22
10182,17,2003-11-12,Shipped,Classic Cars,S24_3432,49,100.0,6244.07,107,127.42999999999999
10183,1,2003-11-13,Shipped,Classic Cars,S10_4962,28,100.0,3433.36,147,122.62
10183,3,2003-11-13,Shipped,Classic Cars,S700_2824,23,86.99,2000.77,101,86.99
10183,6,2003-11-13,Shipped,Vintage Cars,S18_4668,40,49.3,1972.0,50,49.3
10183,8,2003-11-13,Shipped,Classic Cars,S10_1949,23,100.0,5372.57,214,233.58999999999997
10183,9,2003-11-13,Shipped,Vintage Cars,S18_2949,37,89.15,3298.55,101,89.15
10183,10,2003-11-13,Shipped,Vintage Cars,S18_3136,22,100.0,2488.2,104,113.1
10183,11,2003-11-13,Shipped,Vintage Cars,S18_2957,39,68.08,2655.12,62,68.08
10183,12,2003-11-13,Shipped,Vintage Cars,S24_4258,47,100.0,5035.11,97,107.13
10184,2,2003-11-14,Shipped,Classic Cars,S24_4048,49,100.0,5795.72,118,118.28
10184,3,2003-11-14,Shipped,Classic Cars,S24_1444,31,60.11,1863.41,57,60.11
10184,5,2003-11-14,Shipped,Classic Cars,S18_2238,46,100.0,7381.16,163,160.46
10184,7,2003-11-14,Shipped,Classic Cars,S24_2840,42,31.82,1336.44,35,31.82
10184,10,2003-11-14,Shipped,Classic Cars,S18_3232,28,100.0,4409.72,169,157.49
10185,2,2003-11-14,Shipped,Vintage Cars,S24_3151,33,74.35,2453.55,88,74.35000000000001
10185,8,2003-11-14,Shipped,Vintage Cars,S18_4522,47,77.24,3630.28,87,77.24000000000001
10185,9,2003-11-14,Shipped,Vintage Cars,S18_3140,28,100.0,3442.04,136,122.92999999999999
10185,12,2003-11-14,Shipped,Classic Cars,S12_3891,43,100.0,7886.2,173,183.4
10185,13,2003-11-14,Shipped,Classic Cars,S12_1108,21,100.0,3883.74,207,184.94
10185,14,2003-11-14,Shipped,Classic Cars,S12_3148,33,100.0,4038.21,151,122.37
10185,16,2003-11-14,Shipped,Classic Cars,S18_4027,39,100.0,5096.91,143,130.69
10186,3,2003-11-14,Shipped,Vintage Cars,S24_3420,21,69.04,1449.84,65,69.03999999999999
10186,6,2003-11-14,Shipped,Vintage Cars,S18_3856,46,100.0,4918.78,105,106.92999999999999
10186,8,2003-11-14,Shipped,Vintage Cars,S24_3816,36,85.54,3079.44,83,85.54
10186,9,2003-11-14,Shipped,Classic Cars,S10_4757,26,100.0,3854.24,136,148.23999999999998
10191,1,2003-11-20,Shipped,Classic Cars,S12_3380,40,100.0,5590.0,117,139.75
10191,2,2003-11-20,Shipped,Classic Cars,S24_3371,48,60.01,2880.48,61,60.01
10191,3,2003-11-20,Shipped,Classic Cars,S12_1099,21,100.0,3840.9,194,182.9
10191,4,2003-11-20,Shipped,Classic Cars,S12_3990,30,64.64,1939.2,79,64.64
10191,5,2003-11-20,Shipped,Classic Cars,S18_3482,23,100.0,3414.58,146,148.46
10191,6,2003-11-20,Shipped,Classic Cars,S18_3278,36,94.88,3415.68,80,94.88
10191,7,2003-11-20,Shipped,Classic Cars,S24_4620,44,66.29,2916.76,80,66.29
10191,8,2003-11-20,Shipped,Classic Cars,S18_4721,32,100.0,4237.76,148,132.43
10192,1,2003-11-20,Shipped,Classic Cars,S24_2887,23,100.0,3052.33,117,132.71
10192,2,2003-11-20,Shipped,Classic Cars,S24_2766,46,83.6,3845.6,90,83.6
10192,3,2003-11-20,Shipped,Classic Cars,S24_3191,32,72.77,2328.64,85,72.77
10192,4,2003-11-20,Shipped,Classic Cars,S24_1046,37,69.82,2583.34,73,69.82000000000001
10192,5,2003-11-20,Shipped,Classic Cars,S24_3432,46,100.0,5566.0,107,121.0
10192,6,2003-11-20,Shipped,Classic Cars,S24_1628,47,53.83,2530.01,50,53.830000000000005
10192,7,2003-11-20,Shipped,Classic Cars,S18_1589,29,100.0,4258.36,124,146.83999999999997
10192,8,2003-11-20,Shipped,Classic Cars,S18_2870,38,100.0,4965.84,132,130.68
10192,9,2003-11-20,Shipped,Classic Cars,S18_3685,45,100.0,5340.6,141,118.68
10192,10,2003-11-20,Shipped,Classic Cars,S18_1984,47,100.0,7421.3,142,157.9
10192,11,2003-11-20,Shipped,Classic Cars,S18_1129,22,100.0,3300.66,141,150.03
10192,12,2003-11-20,Shipped,Classic Cars,S18_3232,26,100.0,3918.46,169,150.71
10192,13,2003-11-20,Shipped,Classic Cars,S24_2972,30,30.59,917.7,37,30.59
10192,14,2003-11-20,Shipped,Classic Cars,S24_3856,45,100.0,6319.35,140,140.43
10192,15,2003-11-20,Shipped,Classic Cars,S18_1889,45,90.86,4088.7,77,90.86
10192,16,2003-11-20,Shipped,Classic Cars,S12_4675,27,100.0,3544.56,115,131.28
10193,1,2003-11-21,Shipped,Vintage Cars,S18_2949,28,93.21,2609.88,101,93.21000000000001
10193,2,2003-11-21,Shipped,Vintage Cars,S18_3136,23,100.0,2769.89,104,120.42999999999999
10193,3,2003-11-21,Shipped,Vintage Cars,S18_2957,24,51.84,1244.16,62,51.84
10193,4,2003-11-21,Shipped,Vintage Cars,S24_4258,20,100.0,2279.0,97,113.95
10193,5,2003-11-21,Shipped,Vintage Cars,S18_3320,32,79.37,2539.84,99,79.37
10193,6,2003-11-21,Shipped,Vintage Cars,S18_1367,46,53.37,2455.02,53,53.37
10193,7,2003-11-21,Shipped,Vintage Cars,S18_1342,28,100.0,3106.88,102,110.96000000000001
10193,8,2003-11-21,Shipped,Vintage Cars,S18_2795,22,100.0,3675.32,168,167.06
10193,9,2003-11-21,Shipped,Vintage Cars,S24_2022,20,50.62,1012.4,44,50.62
10193,10,2003-11-21,Shipped,Vintage Cars,S24_1937,26,29.21,759.46,33,29.21
10193,11,2003-11-21,Shipped,Vintage Cars,S18_2325,44,100.0,4642.88,127,105.52
10193,12,2003-11-21,Shipped,Vintage Cars,S24_3969,22,41.03,902.66,41,41.03
10193,13,2003-11-21,Shipped,Vintage Cars,S18_2248,42,59.33,2491.86,60,59.330000000000005
10193,14,2003-11-21,Shipped,Vintage Cars,S18_1749,21,100.0,3141.6,170,149.6
10193,15,2003-11-21,Shipped,Vintage Cars,S18_4409,24,97.55,2341.2,92,97.55
10193,16,2003-11-21,Shipped,Classic Cars,S18_4933,25,76.26,1906.5,71,76.26
10194,4,2003-11-25,Shipped,Classic Cars,S10_4962,26,100.0,4263.74,147,163.98999999999998
10194,6,2003-11-25,Shipped,Classic Cars,S700_2824,26,89.01,2314.26,101,89.01
10194,9,2003-11-25,Shipped,Vintage Cars,S18_4668,41,44.78,1835.98,50,44.78
10194,11,2003-11-25,Shipped,Classic Cars,S10_1949,42,100.0,7290.36,214,173.57999999999998
10195,2,2003-11-25,Shipped,Classic Cars,S24_4048,34,100.0,3699.88,118,108.82000000000001
10195,3,2003-11-25,Shipped,Classic Cars,S24_1444,44,66.47,2924.68,57,66.47
10195,5,2003-11-25,Shipped,Classic Cars,S18_2238,27,100.0,5128.11,163,189.92999999999998
10195,7,2003-11-25,Shipped,Classic Cars,S24_2840,32,28.29,905.28,35,28.29
10195,10,2003-11-25,Shipped,Classic Cars,S18_3232,50,100.0,7620.5,169,152.41
10196,1,2003-11-26,Shipped,Vintage Cars,S18_3140,49,100.0,6893.81,136,140.69
10196,4,2003-11-26,Shipped,Classic Cars,S12_3891,38,100.0,7232.16,173,190.32
10196,5,2003-11-26,Shipped,Classic Cars,S12_1108,47,100.0,8887.7,207,189.10000000000002
10196,6,2003-11-26,Shipped,Classic Cars,S12_3148,24,100.0,3807.12,151,158.63
10196,8,2003-11-26,Shipped,Classic Cars,S18_4027,27,100.0,4537.08,143,168.04
10197,3,2003-11-26,Shipped,Vintage Cars,S18_3856,22,100.0,2538.8,105,115.4
10197,5,2003-11-26,Shipped,Vintage Cars,S24_3816,22,86.38,1900.36,83,86.38
10197,6,2003-11-26,Shipped,Classic Cars,S10_4757,45,100.0,5324.4,136,118.32
10197,8,2003-11-26,Shipped,Vintage Cars,S24_3151,47,83.2,3910.4,88,83.2
10197,14,2003-11-26,Shipped,Vintage Cars,S18_4522,50,100.0,5090.5,87,101.81
10198,6,2003-11-27,Shipped,Vintage Cars,S24_3420,27,71.67,1935.09,65,71.67
10199,1,2003-12-01,Shipped,Vintage Cars,S50_1341,29,38.4,1113.6,43,38.4
10203,1,2003-12-02,Shipped,Classic Cars,S18_3232,48,100.0,8291.04,169,172.73000000000002
10203,2,2003-12-02,Shipped,Classic Cars,S24_2972,21,37.0,777.0,37,37.0
10203,3,2003-12-02,Shipped,Classic Cars,S24_3856,47,100.0,6996.42,140,148.86
10203,4,2003-12-02,Shipped,Classic Cars,S18_1889,45,85.47,3846.15,77,85.47
10203,5,2003-12-02,Shipped,Classic Cars,S12_4675,47,100.0,5195.85,115,110.55000000000001
10203,6,2003-12-02,Shipped,Classic Cars,S12_3380,20,100.0,2254.8,117,112.74000000000001
10203,7,2003-12-02,Shipped,Classic Cars,S24_3371,34,64.9,2206.6,61,64.89999999999999
10203,8,2003-12-02,Shipped,Classic Cars,S12_1099,20,100.0,3930.4,194,196.52
10203,9,2003-12-02,Shipped,Classic Cars,S12_3990,44,82.99,3651.56,79,82.99
10203,10,2003-12-02,Shipped,Classic Cars,S18_3482,32,100.0,5127.04,146,160.22
10203,11,2003-12-02,Shipped,Classic Cars,S18_3278,33,86.04,2839.32,80,86.04
10204,1,2003-12-02,Shipped,Vintage Cars,S18_2325,26,100.0,3206.32,127,123.32000000000001
10204,2,2003-12-02,Shipped,Vintage Cars,S24_3969,39,33.23,1295.97,41,33.230000000000004
10204,3,2003-12-02,Shipped,Vintage Cars,S18_2248,23,71.44,1643.12,60,71.44
10204,4,2003-12-02,Shipped,Vintage Cars,S18_1749,33,100.0,5890.5,170,178.5
10204,5,2003-12-02,Shipped,Vintage Cars,S18_4409,29,85.59,2482.11,92,85.59
10204,6,2003-12-02,Shipped,Classic Cars,S18_4933,45,76.26,3431.7,71,76.25999999999999
10204,7,2003-12-02,Shipped,Classic Cars,S24_2887,42,100.0,4242.0,117,101.0
10204,8,2003-12-02,Shipped,Classic Cars,S24_2766,47,96.32,4527.04,90,96.32
10204,9,2003-12-02,Shipped,Classic Cars,S24_3191,40,79.62,3184.8,85,79.62
10204,10,2003-12-02,Shipped,Classic Cars,S24_1046,20,62.47,1249.4,73,62.470000000000006
10204,11,2003-12-02,Shipped,Classic Cars,S24_3432,48,91.02,4368.96,107,91.02
10204,12,2003-12-02,Shipped,Classic Cars,S24_1628,45,49.81,2241.45,50,49.809999999999995
10204,13,2003-12-02,Shipped,Classic Cars,S18_1589,40,100.0,4032.0,124,100.8
10204,14,2003-12-02,Shipped,Classic Cars,S18_2870,27,100.0,4169.88,132,154.44
10204,15,2003-12-02,Shipped,Classic Cars,S18_3685,35,100.0,5735.8,141,163.88
10204,16,2003-12-02,Shipped,Classic Cars,S18_1984,38,100.0,6432.64,142,169.28
10204,17,2003-12-02,Shipped,Classic Cars,S18_1129,42,100.0,6182.4,141,147.2
10205,1,2003-12-03,Shipped,Vintage Cars,S18_1367,48,63.61,3053.28,53,63.61000000000001
10205,2,2003-12-03,Shipped,Vintage Cars,S18_1342,36,100.0,3735.72,102,103.77
10205,3,2003-12-03,Shipped,Vintage Cars,S18_2795,40,100.0,7492.4,168,187.31
10205,4,2003-12-03,Shipped,Vintage Cars,S24_2022,24,38.08,913.92,44,38.08
10205,5,2003-12-03,Shipped,Vintage Cars,S24_1937,32,37.17,1189.44,33,37.17
10206,1,2003-12-05,Shipped,Classic Cars,S700_2824,33,100.0,3871.89,101,117.33
10206,4,2003-12-05,Shipped,Vintage Cars,S18_4668,21,53.33,1119.93,50,53.330000000000005
10206,6,2003-12-05,Shipped,Classic Cars,S10_1949,47,100.0,9064.89,214,192.86999999999998
10206,7,2003-12-05,Shipped,Vintage Cars,S18_2949,37,90.17,3336.29,101,90.17
10206,8,2003-12-05,Shipped,Vintage Cars,S18_3136,30,100.0,3581.4,104,119.38000000000001
10206,9,2003-12-05,Shipped,Vintage Cars,S18_2957,28,67.46,1888.88,62,67.46000000000001
